itemid,hasbird
43ba0c01-84f0-4ec8-a2e1,0.338
43baed36-5a0f-4e45-b609,0.312
43d31fa2-a304-4ed3-9eb0,0.356
43ec5dc8-ed78-4c15-9df4,0.469
44001321-b1bd-42d5-9b40,0.415
4407be90-cef4-471d-84e4,0.926
440d97bf-d215-42fe-af76,0.401
441a00c9-3ebd-4d26-b2de,0.335
44214bae-f74d-4563-9648,0.308
444ae0c6-7f4c-4ea4-b1b7,0.088
444b778a-795a-4b19-bee6,0.263
444e2d3f-f982-46e4-b96f,0.359
4461082f-9957-43a0-8744,0.404
44686fd8-5a26-4c9c-86af,0.286
4471c807-6da0-4aad-b8e2,0.991
4493c905-cc56-4914-ad8b,0.999
44bd73ea-ae6d-41b7-aebd,0.313
44cb0f36-a99d-4933-b976,0.219
44cda253-2148-4689-a2f2,0.967
44d6defc-8afe-4e22-a1f7,0.472
44da6556-9a4f-4676-8f30,0.356
44e427d8-2ac1-4230-b3a7,0.923
44ec89b6-9db7-4b3e-bb12,0.477
44f34c45-9925-4c0e-839c,0.269
44f750c6-32a2-4e97-9c32,0.179
4500d012-6e83-470f-8386,1.000
451b28e1-ad4e-464a-ad22,0.189
451e2e3b-ff51-4ef3-839c,0.391
4527a02a-3bf3-4c28-9fa5,0.993
452fdced-5a87-4462-93cc,0.319
4531acec-fc17-4750-b8bb,0.390
4536f08a-806a-4b06-b4c6,0.995
4539e365-2cd0-4381-a8dc,0.298
453bd053-e967-41f3-b2f1,0.290
453e6463-aece-4535-978a,0.286
453f6494-cc0d-4ba5-9e5f,0.262
454930e5-466d-48c4-8199,0.291
454dde30-a3c3-40eb-bd0f,0.232
4552e3ef-d21b-4138-be4d,0.371
4571a2b1-375f-4498-917a,0.501
45722dc0-9b34-47c1-9d75,0.252
45762049-2ae4-403f-9d8b,0.251
457f6737-9b23-4768-9511,0.988
4580724e-2cc2-42f8-83ac,0.290
45851b92-b78e-4205-b04c,0.961
458ecc06-85fe-4f81-a501,0.265
459202de-1392-4f9d-bddf,0.344
45a41cfd-8b16-4a08-b69a,0.316
45c5ed79-1674-4e33-a149,0.409
45c73be4-6569-45de-8fb8,0.242
45d160fc-2817-4021-a56b,0.984
45d5fecf-4ab6-47b8-b010,0.303
45e317b4-a40f-451b-bbcf,0.297
45e4a6b2-4191-44f3-b57a,0.288
45f378d5-55a6-4e25-986a,0.409
45f9960e-a1c3-47cd-86dd,0.277
46151ad0-868d-4f42-9582,0.431
4621b897-ba1e-4043-b216,0.255
462270b6-26cf-4c82-9c24,0.997
46258054-4a20-4c63-80e2,0.226
46279db4-ff53-49c3-8e5d,0.999
4628e12f-4cbf-4270-a596,0.100
462f18c5-3bbf-4a3b-97c8,0.247
463355da-4ee1-4d2b-9479,0.982
4637ad33-2ff5-4fef-918f,0.379
463b2f32-6208-4920-9299,0.196
463ec5ac-a09f-4f47-a36b,0.291
4651373d-c060-4872-a3c9,0.284
4665fb44-3ab6-49eb-8185,0.430
467454cd-7cdd-478e-97f0,0.274
46767488-826c-4850-abdc,0.275
467a68c4-610b-4a4b-91cc,0.238
4686676e-e61e-4bb8-b70e,0.925
4687bd7a-ba2b-497a-9547,0.306
4689874b-cdda-4cfd-b451,0.680
468bfe59-8414-465d-8de4,0.277
469ec1b0-9a39-4961-8e39,0.196
46a1f609-cda5-4069-9443,0.231
46a8ee9e-988c-4339-8f29,0.992
46acc07f-9c17-4fc8-bcd3,0.986
46b2f535-b6dc-46c0-8f69,0.999
46b98c42-e433-4e55-9cce,0.856
46c2138c-3603-45fa-b63c,0.350
46c988ec-9b47-40d6-8943,0.159
46cbc2fc-bcdb-4499-8a0c,0.366
46cd815c-b92c-41e3-a66d,0.352
46d57aa3-e4e3-41fd-85f5,0.084
46de4763-eb85-4275-9085,0.374
46e8ab22-03e0-4241-8007,0.289
46fb7139-b010-45a6-af68,0.460
46fb9fff-10fb-4a89-8aff,0.197
46fd265b-062b-495a-8a5b,0.327
46fe6cc6-baa5-4a6f-b5f3,0.348
470ee529-7e83-44db-9035,0.225
47241460-60fd-492a-bec5,0.352
4726f6f7-1a37-458a-befd,0.355
47308251-d417-405e-84cf,0.275
473987bf-a008-47b9-8182,0.404
4739a5c2-2b9c-4bca-9981,0.363
4741d826-1094-48d3-a992,0.999
47455783-737d-40d9-bcc3,0.099
474d5b8e-6eb8-40eb-be68,0.302
474f0c96-f710-4795-a797,0.261
475070a5-e3f7-4c92-bce6,0.299
4757939c-af1d-42d5-85ce,0.394
476f3088-3633-41d4-8299,0.312
47760a98-bd2e-4f90-94b7,0.240
47763496-1a2e-4f09-9381,0.947
477a3d8e-d8be-410c-a0b7,0.346
477c74e1-291d-46c4-9f78,0.724
47864fd3-5f4c-4e46-b96d,0.123
478b7bf2-e7af-4673-a9bc,0.262
47907d23-45e0-427c-a117,0.296
479087fc-a20b-4936-a578,0.109
479bc74b-572a-4c34-be19,0.320
479fdf7d-980a-40ff-a9fc,0.488
47a14ec3-eb89-4bb3-a412,0.043
47a6d9d9-1c92-4855-a29b,0.418
47b66a4a-f1c7-411d-a55c,0.997
47bf2a2c-38ed-4f82-b2a2,0.883
47c59e73-4b29-407f-8c6e,0.509
47c8a7af-1121-40ea-aef5,0.169
47d5714f-0526-425e-8775,0.321
47d90b26-5605-4d77-99f6,0.255
47df4800-4fde-4ae4-a804,0.277
47e7e667-7e78-4ce4-8ce3,1.000
47e9eab1-91e2-4bff-a718,1.000
47f0cd6d-5b0c-41a6-8580,0.283
47fe41bb-9268-4451-adcb,0.307
4808ff6a-8bab-4da2-8471,0.441
4809065c-45c6-4c26-bc44,1.000
48148434-8f97-4601-b179,0.441
4814b8f2-4093-47f4-8887,0.265
48183539-82db-4f6c-b4d3,0.672
481c8c92-f338-4d58-9fa7,0.284
4823d0c6-2c3f-4024-8416,0.341
483e5b7f-34d1-4bfc-b96f,0.102
4841487e-23d1-454d-95d1,0.327
48439fc9-6b2d-4557-90f0,0.381
4848be26-2138-4442-861f,0.283
4848edd1-1d40-4ff0-b892,0.417
484c3003-7d3a-4358-b44d,0.400
4851a2f8-fea4-454d-bce9,0.211
48532867-59e6-40a3-970c,0.273
485a9f57-02c0-4b1b-996e,0.082
485c187b-cdec-4308-a088,0.220
486ed95e-e4b0-4e53-b6b1,0.988
487079d9-f930-45dd-89bc,0.036
48755a1d-6643-480c-8b7f,0.360
487c4e72-2274-4844-8d5b,0.597
4884e134-b09a-46e3-ba41,0.214
488f7c6b-5dc5-494a-9fa7,0.725
489a651e-e7a7-4b84-9ab3,0.230
48a2717f-4335-4f34-afd6,0.057
48a6cca7-37b7-4328-8c63,0.280
48a9ae5d-5935-4755-8ad4,0.290
48aa8a8e-2372-43d3-8580,0.150
48b86b5d-3123-4d15-94d9,0.321
48c39b05-cb22-41c0-a2b8,0.325
48c92d38-7444-461e-860b,0.642
48d00c67-0e64-49ae-b84d,0.975
48e77d7b-7a72-49c7-966d,0.292
48fcbdf8-8332-4553-870c,0.033
49024e03-5be3-4848-b1d9,0.261
49102921-b554-4623-9e1a,0.985
4913b489-7dbe-4c40-a297,0.994
4914189b-ee29-4728-ac2c,0.274
491823f2-b485-419a-81cf,0.414
4926776a-5532-427e-b68a,0.324
4928af37-8aa1-46b7-8dc0,0.346
492b3770-0dff-4608-af68,0.236
492c1a06-e0d8-4971-9856,0.262
492e3c51-bc56-402e-99b6,0.998
49345138-62dc-4037-8bd9,0.871
49356760-c75f-4a2c-bdde,0.792
4935a76e-3238-413a-adc1,0.974
4957bdca-c02c-4808-86c8,0.316
496330aa-c903-4b59-92b1,0.152
4974aedc-2369-48ed-9ca4,0.315
4975b97f-bfe0-407d-bd1c,0.419
49802b4e-3b9e-4e3a-a001,0.343
4981d16e-7110-4894-8866,0.994
4996ed09-62a6-4a05-a9a3,0.224
49983bd2-7938-460c-a445,0.363
49a7a927-0033-4e6f-a718,0.406
49ab4c85-8e4f-4bf5-adcf,0.421
49afa075-736d-4f7c-b3e5,0.332
49b3b4bc-cc27-40b0-b617,0.354
49bafbaf-6f2f-47f5-9469,0.245
49bd3fbc-564e-4f06-9ffd,0.322
49c80264-678a-418d-a1b2,0.285
49c859b1-fabf-42ee-a5ae,0.387
49cc9a85-cb93-4182-934c,0.351
49ceda1d-2c74-4e06-a57e,0.408
49d7d68f-2121-4b4e-a4be,0.351
49ea09b5-6dd4-4867-acbe,0.303
49f83020-e57a-4f48-9a33,0.346
49fb26f0-e3a4-4649-85a8,0.255
4a0cdb82-42ac-4aa5-b1b6,0.558
4a2cfd41-f0ea-4e83-a73b,0.268
4a2f55c6-f3c1-4fcf-a67a,0.978
4a2fbe10-0dc1-4225-b703,0.356
4a4fb36e-cc15-48cb-81ce,0.948
4a590e60-d879-4f67-b42e,0.429
4a5d8d8b-ce64-468c-84f5,0.002
4a6771ba-a442-4cec-a5fe,0.992
4a6bcdb7-8ba9-4e7d-aff1,0.910
4a70cf64-a9cc-4e62-bc9b,0.108
4a906901-6759-4a6a-a6f0,0.356
4a93ee1d-d685-49c2-a45c,0.299
4a96c424-1279-4d61-a1b9,0.339
4a9cb2da-d918-4e66-8e86,0.183
4aa32d35-05d4-47fe-a34c,0.984
4aacf5bd-a111-4902-bdc8,0.383
4aafbbdb-6333-4e77-b3bc,0.319
4ab1c2f8-05f0-4406-a2ba,0.212
4ab2dcb6-ed88-4580-9728,0.680
4ab6b9cb-701c-4263-b874,0.999
4ab7d4a1-8f5c-417a-823f,0.358
4abaac7d-8234-4370-91e2,0.233
4ada5b8b-7498-4406-8f8a,0.985
4ae49552-71ad-429b-870b,0.335
4aede8c7-4041-449e-b7e1,0.280
4af85788-74d5-41be-9e95,0.221
4b07925f-831e-49a5-9963,0.277
4b0de4ff-edf4-42ff-987a,0.072
4b17231e-b8ed-41bf-85a9,0.324
4b238c7d-b9fc-4b4d-ba00,0.983
4b2d7b90-f5c5-4925-83e9,0.257
4b2d891d-0437-47a3-9013,0.410
4b3859ca-303d-4577-9f8e,0.992
4b3c0c3a-be19-4daf-b032,0.282
4b3c8d56-6b7c-4a90-9659,0.473
4b3d2f02-f530-4285-8c75,0.956
4b3fa153-3f5b-4ba8-ae77,0.984
4b47b15d-535b-48aa-b399,0.303
4b4e6d86-1a51-48e3-a23e,0.239
4b57a3a7-1a86-4b09-bbe4,0.563
4b7c2fa6-8642-4367-94a5,0.462
4b85bd48-da45-4e51-a624,0.943
4b98a978-0bfb-4b1d-babd,0.391
4ba4e908-6777-4bb2-b852,0.291
4ba971b8-d163-42c2-bb73,0.306
4bae5306-cd77-484f-a781,0.227
4bb1fad1-9cb3-4b28-a628,0.694
4bb3da41-cdac-4871-aeee,0.283
4bb7e958-20d0-46e0-891f,0.992
4bba00ba-afce-46e0-8082,0.997
4bbe1106-aa57-40bb-bed5,0.282
4bbe431b-00e8-479e-b232,0.299
4bcd3172-87f0-4361-a732,0.279
4bde5319-bdf9-4f07-8897,0.996
4be46cc3-a770-43c2-8879,0.464
4be7eb35-83ab-44a2-b486,0.999
4bf5822c-65d7-4a40-93c5,0.899
4bf8a0a3-e685-4239-9866,0.351
4bfb836b-4bae-49f0-a418,0.753
4c0537b3-9578-490b-a6b6,0.359
4c0a2849-ed4d-4226-a52a,0.463
4c0d5715-a648-4d4f-b188,0.019
4c1e7dae-3a7c-4613-b0eb,0.823
4c336601-cad7-4d30-94c7,0.864
4c33cef2-dd74-4719-832d,0.419
4c3494d4-0f3c-4f38-b9fa,0.349
4c37e5f2-ed44-43fc-ad6f,0.302
4c3a6040-61ed-4332-b376,0.290
4c3f7dac-9d94-4caf-ba02,0.365
4c49c853-d831-4b62-aa1d,0.989
4c4c1cdc-2d51-4ad7-9289,0.335
4c4dd119-66e4-44bc-b62f,0.832
4c57fd31-a208-4731-93b2,0.372
4c5b4a45-d9f9-4d33-ba3c,0.204
4c5f04cf-8660-4a4a-a895,0.927
4c77cbba-3bd9-499e-ac3a,0.662
4c7d280c-d26e-4c87-b3f3,0.375
4c7d6f50-ee0a-49d7-94e7,0.532
4c87a142-87c3-491b-943d,0.307
4c9249c7-61b6-43a2-96aa,0.997
4c9f6bc0-b867-47f1-ab19,0.352
4ca09040-ea3e-4e87-b380,0.268
4ca49fb9-3d1e-4699-9e22,0.066
4ca5ba93-e991-467b-8772,0.971
4ca5eeb8-18fd-433f-b525,0.186
4ca5ff62-9df2-46e7-be67,0.336
4cb3c6bd-5bda-4bf8-a007,0.690
4cb45e87-65af-43bb-b61f,0.839
4cba462c-6549-46eb-bc92,0.392
4cd02c25-92cc-45c8-8bff,0.463
4cdf41c7-57ac-49f6-86db,0.995
4ce267d0-00c5-4ddc-a1d4,0.536
4cf67942-4397-4445-a2b2,0.396
4cf76786-961c-4307-9e63,0.326
4d0f61da-6010-4b17-84b4,0.226
4d15a2a0-930a-48c6-a995,0.915
4d25502a-6419-43e3-aaec,0.248
4d3a6842-9be8-4f00-87c7,0.153
4d3b2868-fa55-4e7f-aa14,0.436
4d3f5ad4-a58f-42db-81b4,0.304
4d43903a-87ca-4f97-9362,0.344
4d45274e-65d7-42f3-80f6,0.582
4d4e7dad-0c8c-48c2-96ac,0.427
4d4ea3f0-2266-4ed0-83cb,0.855
4d53127a-de6a-4da4-ad41,0.255
4d55bfca-2647-4eb6-a1b0,0.229
4d587bf0-8d25-435d-a046,0.999
4d5d15e9-6206-4d6d-b514,0.221
4d6a9cf9-6bdf-4f76-8bbf,0.912
4d6edb20-3f8d-418d-955f,0.316
4d77606c-9639-41f2-b80e,0.326
4d7d02fc-809d-4e65-af84,0.401
4d84bdc5-a5eb-45fb-ba3a,0.234
4d8de365-5871-40ae-aa32,0.298
4d923801-48c0-4eb3-8d94,0.303
4d927a74-ff52-470f-acf2,0.377
4d939601-689f-4651-a2fd,0.350
4d96657b-7046-485b-a517,0.992
4d9794fb-31ca-49c3-a41f,0.028
4d9c969a-b430-4c0c-a116,0.191
4da5590d-41f9-4fa0-b75a,0.343
4dab95fc-4d7a-43d3-b8c5,0.382
4dc09192-8c2b-4186-8d3c,0.543
4dc383ae-49d5-4a20-a737,0.479
4dc6734c-6cb9-4173-94ff,0.995
4dc90df4-0a55-4912-8c2f,0.388
4dd10055-b4be-46a6-af9f,0.952
4dd97998-43f2-4d77-97d3,0.247
4de6a0cd-bf42-44f1-9ee9,0.997
4de7783f-d61b-4eb1-80e7,0.361
4de7d1b1-72aa-4985-987c,0.377
4deb4e8c-b278-48cc-904f,0.223
4df296ef-4e39-4fe1-aea2,0.308
4df56f6f-afe7-44c2-ac34,0.298
4dffee90-c63f-48d0-9619,0.300
4e09fe65-a5d9-4e3d-940c,0.293
4e13de14-e66c-4eb5-bbea,0.362
4e30ff21-724d-41b0-b85f,0.300
4e3f9da3-32d1-4e47-a86c,0.237
4e467210-4b23-411d-93c8,0.229
4e467ed7-9aba-47cc-9905,0.333
4e4a5352-41f6-495f-836f,0.259
4e4a9cf9-4968-49d2-bbdc,0.296
4e4da2c1-d6f6-444b-9a96,0.220
4e50a9ae-0117-4370-9644,0.216
4e548ba5-4ecf-45e6-9a23,0.194
4e5670e3-e4ea-46dc-9e2b,0.668
4e585621-bd6b-4276-8423,0.183
4e59a630-ebb2-42c9-8a7b,0.128
4e5a2ce4-1b36-4053-995b,0.656
4e64fa52-df92-469c-869c,0.788
4e759cda-0538-4433-998f,0.234
4e77131e-1a60-44a3-b3ba,0.228
4e81e909-8556-4c98-84c3,0.257
4e8a558c-9161-4261-a78f,0.230
4ea273e4-f655-4a9d-b252,0.322
4ea34521-7ad2-4b62-9275,0.999
4eb2e9bc-1769-4370-98d0,0.380
4eb32628-d7a4-448e-91e9,0.930
4eb77fdc-501e-44f1-a229,0.078
4eb7f3c2-cde6-4e11-befd,0.928
4ed38bff-7acb-4c8d-9a88,0.572
4ed5618d-32cf-4ee2-9212,0.316
4edda5cf-3389-4d40-a9e0,0.347
4edf6822-d784-46f1-8641,0.248
4ee046bd-f3cb-40aa-8617,0.488
4ee7ec9f-9bbe-4a3a-9b5e,0.453
4eeecede-9ec1-4c76-9379,0.986
4ef2082d-ffd3-49bc-975f,0.309
4f05f448-2d70-44fa-8392,0.985
4f11cce8-62c4-4e6d-b8a1,0.989
4f132df0-ab94-4e88-8e99,0.976
4f15a9cf-620f-4e0f-9bb1,0.128
4f166435-e56a-4077-bb40,0.206
4f2ac273-eeab-4692-a2ab,0.326
4f3326a7-6651-4bdf-ad14,1.000
4f42a1e5-a8b1-4e4c-be01,0.399
4f465674-fdd8-4560-a70d,0.979
4f487cb3-193b-47bc-9e35,0.499
4f555f68-bb9a-4fbd-8eec,0.162
4f57b708-3f9a-46d0-b000,0.420
4f5c347c-75ab-4574-b6ec,0.239
4f5ef124-fd1c-47ee-90d6,0.232
4f697919-dfaa-46a6-bca5,0.975
4f6b811f-8dbb-409e-869b,0.343
4f6e10c7-a0e6-4c18-8e25,0.202
4f7805f7-9474-4fb3-aa8c,0.071
4f796dd0-b073-4e7b-b843,0.382
4f7d4ab5-d803-4e69-8baa,0.147
4f910a1e-4b30-4edd-9420,0.301
4f956fe7-5288-49c0-ac14,0.315
4fa012ab-a35c-470b-abc0,0.301
4fa0dbdd-ab0a-4cbd-8248,0.075
4fa12b4c-715b-4c85-81df,0.342
4fa410c2-7dcf-4e90-8d51,0.991
4fa55457-a406-42c3-86bf,0.930
4fa84f97-6a4e-45ca-8c17,0.332
4fb03280-651d-46d2-9709,0.323
4fb08e6d-bc5b-46d6-9cee,0.580
4fc5882f-1014-4024-a9ba,0.252
4fc70b20-61a1-4c15-9eb3,0.127
4fcb6452-ff07-49d7-b455,0.676
4fce0b58-111e-421a-a4f8,0.151
4feec258-8751-4682-928a,0.340
5002c44e-0bd4-4bce-8263,0.971
5002f552-2d23-40c6-bb9f,0.306
500e0e7d-3216-4bdf-badc,0.249
5010d30b-6136-4a68-81f7,0.999
50215784-b41d-456a-b2b8,0.369
502638d4-9dc3-458d-bee7,0.594
502868a3-e3ee-4249-aa62,0.273
502a3957-c601-437e-b596,0.227
502b9502-4dfd-494e-a94c,0.971
5043c223-ba90-45f4-ba02,0.540
504855d4-89e4-4e35-a085,0.310
505aff1e-772d-4823-b4b9,0.329
5067ecad-1ad4-423d-aed9,0.289
506d0170-778c-4742-9b90,0.555
5073bd6a-d495-45f6-9ee9,0.141
507480e7-01a8-4488-8810,0.322
50770a9b-7979-4f23-8520,0.995
507a7e63-1423-41ee-8c75,0.990
507cd0ab-6edc-4171-a7aa,0.302
507e1379-45cb-4982-ab15,0.979
50821a7f-b4cb-444c-a1ba,0.481
508bea21-20c2-4168-a689,0.687
509657d5-58d1-4e85-acb7,0.343
5097ef29-ad48-40a8-937f,0.392
509838c2-2231-40b5-b473,0.873
5099ff11-36e1-45d1-b44a,0.995
509e5dcd-973b-4679-b85d,0.208
50af59d3-2045-43af-9abe,0.832
50b175a4-3ec5-4f2c-8e1a,0.079
50b1bd4e-64cc-431e-b3d3,0.036
50b1c919-e2bf-4b00-8345,0.316
50bed2f2-0f9d-450f-a972,0.371
50c4d5dc-e197-44c4-935d,0.352
50dbaeab-1999-4dc9-a847,0.448
50ebfbee-e23e-4c92-b015,0.262
50f429e0-db76-42b5-b819,0.974
50f632a9-2e92-4bdb-9a8b,0.429
50fd62a9-6f56-46fd-a52b,0.258
511bdc89-6d18-424d-a9a0,0.204
511ce0a8-2be2-412a-89b9,0.295
512337b3-7304-4177-b743,0.449
512fea31-3e85-4e87-8b25,0.185
5135c02f-a70d-41bf-919b,0.273
5145e436-71e3-4aa5-b80e,0.391
5148c083-7ddf-49be-8afe,0.237
5169ef7a-1499-49a2-af48,0.983
516d3ce4-4bab-4efc-954a,0.065
51772859-021e-46a8-9836,0.224
5198f8f3-473a-4e08-9acf,0.331
519a1637-74e1-4803-8485,0.307
519af5b5-dab8-45ab-9c30,0.189
51a8ace9-c5bc-4a35-adaf,0.125
51ab0a74-0c56-4324-bcaf,0.295
51ac9c94-861b-4343-9915,0.114
51c01a24-5272-405c-9ae2,0.304
51c5fc4a-0e3c-499c-b808,0.529
51ce4363-4264-44f7-ae97,0.525
51de9d11-121f-402d-bc2c,0.290
51e8789e-f13c-404b-a4fe,0.994
51ef95eb-b80e-418a-b812,0.428
51f4e39c-ff30-4038-aef7,0.242
51f9d1ad-3fa0-463f-af0b,0.905
5201a1fd-c2de-4c10-bdc5,0.251
5212a85e-4ce7-44ac-8b91,0.299
5213712e-86b0-446e-8415,0.367
521dc168-87f0-4fe4-9ab2,0.162
521e5df6-99aa-4709-b16a,0.399
5229889f-542a-4ec0-a850,0.389
5232c4ed-eb20-429a-a097,0.306
52366488-9d3e-462e-9e8b,0.332
5236ca49-b52c-4f13-9915,1.000
524a2572-df9b-4e93-b4af,0.370
525228d8-c9d8-4453-aff9,0.082
52526922-2367-40a1-806d,0.283
5256cf50-397b-4701-ab1e,0.809
525e443b-f3ea-4141-bdc9,0.206
526086c2-2380-4019-a68b,0.227
52654a87-7c58-4434-878e,0.184
5272c50b-a9db-42b6-a7be,0.696
527c7a50-f643-48c1-8829,0.335
5288c1b7-c0c6-45f0-a94a,0.989
528fa570-8f78-4fc1-be9f,0.418
529d3a10-70c2-4747-96f9,0.290
52a2d69b-7e80-455a-8700,0.227
52a422a8-ce81-4022-85e7,0.264
52bbf1b3-76d2-46bd-b9b8,0.318
52c24612-c779-447f-89cb,0.371
52c62157-a43b-4bfa-8a97,0.047
52c62335-2df0-450b-8e59,0.256
52cee0df-f27f-442b-922c,0.313
52d26934-2d32-47a8-b76c,0.280
52f00930-2ccc-4036-94e6,0.965
52fe1da5-2ac0-4e24-9f89,0.998
5300cfc7-7011-4c02-ba96,0.943
53082973-dc26-4860-97ad,0.358
5318a73e-9ace-4d5b-951f,0.089
53260776-5c0c-4a13-aa99,0.321
532734c7-0d84-4f7b-afe5,0.992
532effcb-bfea-459c-aa0d,0.300
5330adf7-9577-4371-85ce,0.281
5334edb8-803a-431a-9aec,0.968
53390848-8c43-4392-8c55,0.999
533d09ad-3dc1-4ccd-9487,0.353
533ed17b-e85e-4b4e-b30a,0.357
53406d68-34e6-4a0f-b371,0.270
534084a7-40e9-4559-9be7,0.498
5340ab17-f4d5-441e-b1cd,0.310
534622ab-4cb9-4889-9649,0.393
53503168-ca73-4f61-846b,0.402
5354e7fc-87e0-4a71-ae38,0.457
53628689-81b5-4c45-aafa,0.178
53692596-22f6-450e-8915,0.335
5373ffb7-bd3d-4af3-9d5a,0.305
5376cb4c-695e-42cc-af86,0.096
537d006a-54a5-4002-8011,0.979
53884b16-cc81-4f39-a4b8,0.126
53af2577-feb2-4dcc-886e,0.378
53b33834-156e-43aa-a2ed,0.338
53bb8c24-3af0-4584-91aa,0.383
53c2292e-bb70-4e87-9614,0.179
53c85516-8650-4eeb-b96e,0.340
53e11435-5dd9-4dcb-9269,0.449
53e13c3f-cb2e-4db6-8356,0.877
53e491e0-b356-473d-b2a4,0.101
53f52b31-379d-4f0a-87f4,0.051
53f57a95-c87b-4f70-8b57,0.341
54003c07-1c50-4953-9bf0,0.254
5402d9d1-fea8-464a-a6b3,0.265
541d6155-42b5-40c8-b69e,0.133
5426642a-0232-4a4d-ad57,0.250
5428d817-59bc-4774-b983,0.292
542de02c-d352-45af-ac9b,0.362
542f2f1e-3ca7-4896-96de,0.218
5434cf76-53dd-4b86-84f8,0.323
543a78a9-158a-44a9-b3f9,1.000
543c8588-058a-4d94-80fb,0.279
543df82b-1b1a-4178-bb53,0.099
54406dc2-1810-42b5-83b8,0.510
5447cd8e-92a6-4fd0-9311,0.287
5447cde8-17b8-4629-8ff0,0.487
544c9c79-ff86-4b82-8444,0.285
544c9cd7-05e3-4516-9cbd,0.366
545259af-5881-46f3-bb30,0.341
5455e447-490d-4891-bf1e,0.533
545d9321-afde-4935-9a37,0.693
5461b8a6-1104-494b-a20c,0.210
5464383d-ed2f-4682-ab8d,0.305
5469613f-04ac-4513-9d6e,0.332
547471b8-94b4-4023-9eab,0.706
54778d43-ebda-4f86-bb7e,0.878
54798461-f78a-4826-a8c6,0.311
547ebec7-35f7-4a74-ac20,0.220
548d025f-1255-4ada-b675,0.006
5490c47c-7d67-45f5-b961,0.361
54953fc8-c438-4fea-a43d,0.472
54afecb8-d0d0-49a2-801b,0.301
54b96d67-9e71-44d5-8add,0.296
54c053cf-541d-443e-9238,0.405
54c0f93d-054d-4e03-830f,0.966
54c19c21-6e87-4028-9738,0.450
54c4532f-5311-411e-bd70,0.416
54d6d06b-1104-4c05-a7dd,0.343
54dd1e03-f77b-42fd-bfe6,0.935
54e2afde-dd49-41db-a664,0.815
54ef757b-a0de-49a6-965b,0.309
54f3d4b5-c747-4989-bfac,0.262
54fc88f2-59b4-4440-b096,0.646
5502698c-cfa0-4cc3-a8fb,0.076
5502c69c-5331-41d1-b9b0,0.328
550b0526-0d67-43b4-bdde,0.076
550b6bc1-b04a-492d-bd9b,0.381
5511276c-0687-4b2d-91df,0.839
552528c1-ebe1-4668-8073,0.876
5525a44e-0be6-43d8-90f3,0.978
552ba427-59b2-4eb0-b992,0.291
552fc39a-6a57-4829-ac76,0.970
5537b809-4184-45f7-a0c6,0.381
553b79bf-43e9-455d-8b1f,0.251
55419abe-8217-42fe-b50b,0.348
55431d41-d104-4b34-a040,0.218
554af00d-83e1-44fd-a2a0,0.026
554b951f-8769-42e9-bda9,0.274
55573e6f-690b-475f-aa31,0.121
555b89d4-ec87-4909-ae9e,0.044
55618a40-19cf-49ff-b9e8,0.447
556e692a-53fc-4d7b-9e33,0.564
557a55a6-6613-4090-b2b1,0.658
55887e80-db39-455a-b2cc,0.480
5589d312-3bac-4511-b5cc,0.898
559a0b3e-8a38-45f7-b3e3,0.294
559fd8ce-7082-4094-817d,0.879
55afa436-8689-4284-a1bd,0.329
55bdffd5-bfb8-4ea8-a084,0.375
55c4f296-d582-47be-9585,0.407
55e4c516-3298-48f7-a0b8,0.281
55efa851-ab03-47bc-95db,0.409
55fb16d3-1f44-4d22-8a3f,0.454
56114534-a8c1-43ac-9230,0.259
5611951e-d2d2-4f17-8ec7,0.209
5613598b-ec3b-4688-a65a,0.438
5623f277-d03f-4dd2-a2f7,0.520
56250e94-09a3-449b-ab6e,0.313
5631c264-7c32-4156-b9cd,0.370
563adea2-a1e8-433f-ab90,0.315
56419e15-1d32-4144-b32d,0.987
5650313c-55d5-45e7-9a7a,0.194
5651998d-18b0-4b7e-9f7a,0.348
565a8080-00bd-44ea-a763,1.000
565f6dee-622a-46f7-b21b,0.379
56627385-ef51-4eb8-b80e,0.316
566936cd-624d-44e7-9193,0.301
5669f1cf-ab5d-4b7b-bb5c,0.077
566d07a9-a11b-4745-870e,1.000
5687bd90-1224-422b-a5d5,0.282
569331df-8eaa-4807-bcfa,0.937
56a203a6-5f50-4ac9-88fe,0.431
56a29f21-b5f0-44f3-9e92,0.375
56b88efb-1da3-492d-8df2,0.311
56bc5bf1-ce95-42d4-90e4,0.865
56bfa9ab-32c9-4fb3-b6f2,0.330
56d217c8-f912-4fbe-bc93,0.298
56e03c29-5a11-42fb-a4d2,0.795
56e48368-3554-4f5b-a7dc,0.314
56e5a74a-458e-4359-8583,0.261
56e6ef0d-f5fe-47c2-9919,0.216
56f65792-ced4-437f-bc1c,0.998
56fa3080-fb9d-41ec-a056,0.994
570865fd-245f-4a7a-b5d6,0.445
5712fbc0-9fd2-4e2c-be6a,0.899
571c2d51-2124-4b55-862a,0.425
572abcf0-263c-4db3-90f0,0.349
57306327-852b-4f5b-a787,0.357
573481a3-e961-4ec2-960e,0.658
57353d9a-127c-423d-9c9f,0.253
57387c31-750a-406c-ab84,0.240
574c0f3c-3224-4e97-9801,0.967
57521689-dfcc-4d4f-b3c3,0.230
575377a2-762a-4adf-9d70,0.963
575a0146-b716-4b3b-bea8,0.998
575b6604-148c-4511-8aa3,0.948
